"leverancier"	"aantal_kostensoorten"	"totaal_staffel"	"diversity"
"Wonen in Groningen B.V."	2	2	2
"Wong's Paradise"	2	2	2
"Wonnink Zonwering"	2	2	2
"Woonbond, Vereniging Nederlandse"	2	2	2
"Woondecor"	2	2	2
"Wooninc"	2	2	2
"Woonplus Schiedam"	2	2	2
"Woonvereniging De Middelhorst"	2	2	2
"Woonwenz (Venlo-Blerick Woningstichting)"	2	2	2
"WOO PING SPECIALITEITEN RESTAURANT"	2	2	2
"Woord & Daad"	2	2	2
"Words Matter"	2	2	2
"Working Parents Program"	2	2	2
"WORK'N TOOLS"	2	2	2
"Workplace Pride Foundation"	2	2	2
"Workshop-to-Go"	2	2	2
"Work with Joy"	2	2	2
"World Class Aviation Academy"	2	2	2
"World Courier Holland"	2	2	2
"World of Delights"	2	2	2
"World of Minds"	2	2	2
"Worldpay Bibit Global Payment Services"	2	2	2
"World Present"	2	2	2
"World Valve B.V."	2	2	2
"Worldvisuals"	2	2	2
"World Wide Foodingredients B.V."	2	2	2
"Worldwide Vision"	2	2	2
"Wortelboer"	2	2	2
"Wortgewandt"	2	2	2
"Wortmann Milieutechniek"	2	2	2
"Wouda Systeemafbouw BV"	2	2	2
"Woudenberg Dranken Wageningen B.V."	2	2	2
"Wouter Eizenga"	2	2	2
"Wouter van der Sar"	2	2	2
"Wouter VanStiphout Architectural Historian"	2	2	2
"Wout van Veen Advocaten"	2	2	2
"WPA-Robertus Zeker & Vast B.V."	2	2	2
"WPM Development"	2	2	2
"W.P.M. Urlings"	2	2	2
"WPS Worldwide Parking Systems"	2	2	2
"WP Wijtmans Plastics Assemblage"	2	2	2
"W.R.H. Udo Kookstudio"	2	2	2
"W. Scholte Visagie"	2	2	2
"W.S. Kieboom"	2	2	2
"W S L PRODUCTIONS"	2	2	2
"W&S MYP B.V."	2	2	2
"WSNP Periodiek"	2	2	2
"Wtch"	2	2	2
"W.T.M. Seminars"	2	2	2
"WTS World Travel Academy/School"	2	2	2
"w.t.v.Pippel"	2	2	2
"W. van Buggenum"	2	2	2
"W van Weelden"	2	2	2
"W&VC VOF"	2	2	2
"WvL Werkadvies"	2	2	2
"WVS Training"	2	2	2
"www.Meesterlijk.nl"	2	2	2
"www.Polsbandjesfabriek.nl"	2	2	2
"Wyrda Uitgeverij"	2	2	2
"Xafier Human Resources Management"	2	2	2
"Xander Uitgevers BV"	2	2	2
"Xavisport.nl"	2	2	2
"XBRL Nederland"	2	2	2
"XDesign"	2	2	2
"XDialogue BV"	4	8	2
"Xenox Music & Media B.V."	2	2	2
"Xibeo B.V."	2	2	2
"Xieje Grand Café"	2	2	2
"XIGNA B.V."	2	2	2
"XL10 Training"	2	2	2
"X.L. den Uijl"	2	2	2
"XL Internet Services B.V."	2	2	2
"XLLIG"	2	2	2
"XL Profs BV"	2	2	2
"Xmediaworks"	2	2	2
"XO Woerden Café-Restaurant"	2	2	2
"XPatMedia"	2	2	2
"Xpert Clinic"	2	2	2
"XP Koeriers"	2	2	2
"Xplode Party Verhuur"	2	2	2
"X-Plore Development"	2	2	2
"Xpressimages"	2	2	2
"Xpression XL"	2	2	2
"x publishers B.V."	2	2	2
"XRAY Auto BV"	2	2	2
"XSO"	2	2	2
"Xsplatforms BV"	2	2	2
"X Styling & Image"	2	2	2
"Xuri Fresh"	2	2	2
"YACHT CLUB LELYSTAD HAVEN"	2	2	2
"Yakamoz-Catering"	2	2	2
"Yale (vh Wynmalen Materials)"	2	2	2
"Yamas Food and Drinks"	2	2	2
"Yang Ming"	2	2	2
"Yantra"	2	2	2
"Yente Stg"	2	2	2
"YER Interim Professionals"	4	8	2
"Yesa Films"	2	2	2
"Yes Telecom Netherlands"	2	2	2
"Y.F. van Delden Dienstverlening"	2	2	2
"YIC Consult"	2	2	2
"Yield Plus Nederland"	4	8	2
"YNS IT SOLUTIONS"	2	2	2
"YogaParts"	2	2	2
"Yoga Utrecht"	2	2	2
"Yoghurt Barn"	2	2	2
"Yogiemonk Videoproducties"	2	2	2
"Yokado relatie- en kerstgeschenken"	2	2	2
"Yokogawa Europe"	2	2	2
"Yokohama"	2	2	2
"Yosemite"	2	2	2
"Yoshi Sushi"	2	2	2
"You-Get B.V."	2	2	2
"Young Colfield"	2	2	2
"Young Girls Community"	2	2	2
"YOUnite Coaching Training"	2	2	2
"Your Choice Catering"	2	2	2
"Yourent Entertainment Supplies"	2	2	2
"YPCA"	2	2	2
"Ypex Eurosales B.V."	2	2	2
"Ypos Internettoessingen"	2	2	2
"Ypsilon Communicatie"	2	2	2
"YTB Yvonne Training en Begeleiding"	2	2	2
"YTL B.V."	2	2	2
"Yumi-Instrumenten"	2	2	2
"Yuniku"	2	2	2
"Yusen Logistics (Benelux) B.V."	2	2	2
"Yves Boode Wijnkoperij"	2	2	2
"YveY Events"	2	2	2
"Yvonne Leek Muzikant"	2	2	2
"Yvonnetraintmindfulness"	2	2	2
"Yvonne Willems Psycholoog NIP"	2	2	2
"YZZO"	2	2	2
"Z³nd Benelux Beta Services B.V."	2	2	2
"Zaal Luiking"	2	2	2
"Zaans Medisch Centrum"	2	2	2
"ZADEL-en TUIGMAKERIJ VAN RIJS BV"	2	2	2
"ZakelijkeWorkshops.nl"	2	2	2
"Zalencentrum Kristal"	2	2	2
"Zalen-Restaurant 'de Veldhoek'"	2	2	2
"Zalkerbroek Hotel"	2	2	2
"Zalm Bowling Westerpark"	2	2	2
"Zalmhuis (Black Beheer 3)"	2	2	2
"Zandbergen Muziek"	2	2	2
"Zanders Consulting & Training"	2	2	2
"Zandfoort Aan De Eem"	2	2	2
"Zandhof B.V."	2	2	2
"Zangbedrijf Wim Koevoets"	2	2	2
"Zanskar Training & Consultancy"	2	2	2
"Zanten van G.C.A. Handelsonderneming"	2	2	2
"Zanzibar Café"	2	2	2
"Zapp Studentenchauffeurs B.V."	2	2	2
"Zazou"	2	2	2
"ZEE-EN VERVOERSRECHT NED VER"	2	2	2
"ZEEFDRUKKERIJ TRIOMF  B.V."	2	2	2
"ZEELANDBUITENLAND"	2	2	2
"Zeeland Delta Promotie en Marketing"	2	2	2
"Zeeland Werkt"	2	2	2
"Zeeman Reclamegroep"	2	2	2
"Zeep Architecten"	2	2	2
"Zeetop"	2	2	2
"Zeeuwse Visveiling Breskens"	2	2	2
"Zeeuwse Zaken"	2	2	2
"ZEE VANDER MELKHANDEL & K W"	2	2	2
"ZEEZEILEN"	2	2	2
"Zeezicht Helmond BV"	2	2	2
"Zee Zout Visrestaurant"	2	2	2
"Zeg"	2	2	2
"Zehnder Group Nederland B.V. J"	2	2	2
"Zeilcharter Willem Jacob"	2	2	2
"Zeilkotter"	2	2	2
"Zeilvaartbedrijf Irene Toxopeus"	2	2	2
"Zeilvaartbedrijf J&A Toxopeus"	2	2	2
"Zelfinlijsten"	2	2	2
"Zen's Wok"	2	2	2
"Zepcam"	2	2	2
"Zep Manufacturing"	2	2	2
"Zeppelin Zeefdruk"	2	2	2
"Zero Bikes Amsterdam"	2	2	2
"Zetje"	2	2	2
"ZETSTRA BOUWBEDRIJF ENUMATIL"	2	2	2
"Zeumeren"	2	2	2
"ZHENECO"	4	8	2
"Ziaja & Dorst"	2	2	2
"Zicht op Beter"	2	2	2
"Zicht Verzekeringsmakelaars"	2	2	2
"Zieffect"	2	2	2
"Ziehl-Abegg Benelux BV"	2	2	2
"Ziekenhuisgroep Twente"	2	2	2
"Ziel & Zaligheid"	2	2	2
"Zien! B.V."	2	2	2
"Zij & Ik Brasserie"	2	2	2
"Zijlstra Beroepskleding"	2	2	2
"Zijlstra Business Consultants"	2	2	2
"Zijlstra Schilders BV"	2	2	2
"ZIJM'S LEASE BV"	2	2	2
"Zilt Aan Zee"	2	2	2
"Zilt & Co Vetimpleg"	2	2	2
"Zilte Zoen"	2	2	2
"Zilverkamp Huisartsen Praktijk"	2	2	2
"Zilverlijn Communicatie & Interactie"	4	8	2
"Zinaplatform Stg"	2	2	2
"Zinder"	2	2	2
"Zingeving.org"	2	2	2
"Zin in Zijn training en coaching"	2	2	2
"Zinnebeeld"	2	2	2
"Zinnig Journalistiek"	2	2	2
"Zinvest Beheer - ToolsXL"	2	2	2
"Zio Ciro Italiaans Restaurant-Brasserie"	2	2	2
"Zirbus Technology Benelux"	2	2	2
"Zirkzee"	2	2	2
"Ziya Toga's"	2	2	2
"Ziyuli"	2	2	2
"Z&M Delicatessen"	2	2	2
"ZNTM Zuid Nederlandse Theatermaatschappij"	2	2	2
"Zoetermeerse Dagtochten Specialist"	2	2	2
"Zoetermeers Tandtechnisch Labarator"	2	2	2
"Zomers-Groningen Lunch, Diner"	2	2	2
"Zonderzorg"	2	2	2
"Zonneman"	2	2	2
"ZONNEN II"	2	2	2
"Zonneveld Aluminium"	2	2	2
"Zonnevlecht Opleidingen"	2	2	2
"Zonwering-Nederland"	2	2	2
"Zoogdiervereniging Vzz"	2	2	2
"Zorba de Griek Restaurant"	2	2	2
"ZORGBELANG GRONINGEN"	2	2	2
"Zorg Hengelsport"	2	2	2
"Zorgkompas"	2	2	2
"Zorgsaam Zeeuws-Vlaanderen"	2	2	2
"Zorgverlening 's Heerenloo"	2	2	2
"Zorg-Wijs"	2	2	2
"Zph Verpakkingen"	2	2	2
"Žt Jagershuis Pannenkoekenrestaurant"	2	2	2
"Žt Vonder Café-Restaurant"	2	2	2
"Zucka"	2	2	2
"Zuidam Banketbakkerij"	2	2	2
"Zuiderlicht B.V."	2	2	2
"Zuiderpoort Café"	2	2	2
"Zuiderzee Zeilcharter"	2	2	2
"Zuiderzoet B.V."	2	2	2
"Zuid eten & drinken"	2	2	2
"ZUID NEDERLAND REIZEN"	2	2	2
"Zuid Strandpalviljoen"	2	2	2
"ZUIVER MEDIA BV"	2	2	2
"Zungo"	2	2	2
"Zus en Zo Eetkado"	2	2	2
"Zus Lunches"	2	2	2
"Zussen Lobby Restaurant"	2	2	2
"Zwaan Constructie B.V."	2	2	2
"Zwaan, R."	2	2	2
"Zwaar Contrast"	2	2	2
"Zwager Beverwijk B.V."	2	2	2
"Zwager Ijzerhandel"	2	2	2
"Zwagerman Zeilmakerij"	2	2	2
"ZWARTEVEENS OLIE"	2	2	2
"Zwarts & Jansma Architecten"	2	2	2
"Zwatra"	2	2	2
"Zweef-Inn"	2	2	2
"ZWEESTEK"	2	2	2
"Zwembad Drie Essen Uden B.V."	2	2	2
"Zwemmer Logistiek B.V."	2	2	2
"Zwezerijnen Advocatuur"	2	2	2
"Zwijnshoofd café & vestzaktheater H"	2	2	2
"ZYLON INTERNET SERVICES"	2	2	2
"Zyp25"	2	2	2
"Z & Z Projectinrichting"	2	2	2
"Tasman Properties"	7	25	1.96
"Bit Internet Technology"	5	13	1.92307692307692
"GOBAR ADVISEURS"	5	13	1.92307692307692
"IVM Instituut voor Verantwoord Medicijngebruik"	5	13	1.92307692307692
"Nazca IT Solutions"	5	13	1.92307692307692
"NIVEL Nederlands instituut voor onderzoek van de gezondheidszorg"	5	13	1.92307692307692
"Project-Team Energy (vh BL Regeltechniek)"	5	13	1.92307692307692
"Velmon Service en Revisie"	5	13	1.92307692307692
"Willems Technisch Adviesburo"	5	13	1.92307692307692
"Your Source"	5	13	1.92307692307692
"Nedvan International"	7	26	1.88461538461538
"ICTroom Company"	7	27	1.81481481481481
"J.P. van Eesteren Aannemening Maatschappij"	7	27	1.81481481481481
"Kreeft Bouwbedrijf"	7	27	1.81481481481481
"Activa Rent"	3	5	1.8
"A. Schuuring Aannemingsbedrijf"	3	5	1.8
"Atlantic Groep"	3	5	1.8
"Bakker Zeefdruk"	3	5	1.8
"BB (Bomen)"	3	5	1.8
"Beeone"	3	5	1.8
"Boer & Croon"	6	20	1.8
"BRIS - Bouwregelgeving Informatiesystemen"	3	5	1.8
"Bronkhorst Nederland"	3	5	1.8
"Brood & Banket Service"	3	5	1.8
"Broodje Beekman"	3	5	1.8
"CLIENT AUTOMATISERING B.V."	3	5	1.8
"Collet Advocaten"	3	5	1.8
"Comex Sales"	3	5	1.8
"Compeer"	3	5	1.8
"Computerplan"	3	5	1.8
"Comsec"	3	5	1.8
"Cordstrap"	3	5	1.8
"Courage to Move"	3	5	1.8
"CVIS BV"	3	5	1.8
"Dael B.V."	3	5	1.8
"De Flint Restaurant-Theater-Congrescentrum"	3	5	1.8
"De Jong & de Jong Bureau"	3	5	1.8
"De Koning Mediation"	3	5	1.8
"De Steenbergerhoeve"	3	5	1.8
"De Wilde Metaal"	3	5	1.8
"De Zevensprong"	3	5	1.8
"DiaVentie Management Consulting"	3	5	1.8
"Digivotion B.V."	3	5	1.8
"Direct2Improve"	3	5	1.8
"Diversion Holding"	3	5	1.8
"Dynatherm"	3	5	1.8
"Emday"	3	5	1.8
"Endevoets Dakbedekkingen"	3	5	1.8
"Euro Advies"	3	5	1.8
"Eurotempest"	3	5	1.8
"Evenementenbureau HET B.V."	3	5	1.8
"Everaert Advocaten"	3	5	1.8
"Franck Bierens Entertainment"	3	5	1.8
"FWA Enveloppen en Drukwerk"	3	5	1.8
"Ganzeboom I."	3	5	1.8
"GRAPHIX VISIONS"	3	5	1.8
"Heilijgers Bouw, Beheer en Onderhoud"	6	20	1.8
"Hill & Knowlton"	3	5	1.8
"Hinttech"	3	5	1.8
"H.J. Kooiman, Elektrotechnisch"	3	5	1.8
"Huiberts-Adams B.V."	3	5	1.8
"ICS Quality Cleaning"	6	20	1.8
"IKOS Consult"	3	5	1.8
"Indeko Oosterhout"	3	5	1.8
"Innovative Design Delft"	3	5	1.8
"Installatiecombi Prinsenhof"	3	5	1.8
"IVIO Wereldschool"	3	5	1.8
"Jabor Advies"	3	5	1.8
"J.G. Valbracht Communicatietrainingen"	3	5	1.8
"JONGENS VAN BEHEER BV"	3	5	1.8
"Joop Wallbrink Schilders- en G"	3	5	1.8
"Jouwbestejaar.nu"	3	5	1.8
"Jso Expertisecentrum Voor Jeugd"	3	5	1.8
"Jurriëns Bouw, Onderhoud, Noord"	6	20	1.8
"Kaars Koffie B.V."	3	5	1.8
"KBBT-Bunt"	3	5	1.8
"KO HARTOG VERKEERSTECHNIEK"	3	5	1.8
"KSMT Design"	3	5	1.8
"Lead Solutions B.V."	3	5	1.8
"Leeuw Verkeersopleidingen Eindhoven"	3	5	1.8
"LicenseConsult"	3	5	1.8
"Lumin"	3	5	1.8
"Marechal Electric"	3	5	1.8
"Marees Installatie en techniek"	3	5	1.8
"Marieke Wesselman OPCC"	3	5	1.8
"MF Services Additional"	3	5	1.8
"Microsens"	3	5	1.8
"Mindbus"	3	5	1.8
"Morgens"	3	5	1.8
"Netwerkperformance"	3	5	1.8
"Nynke Jagersma Advies"	3	5	1.8
"OSPL Nederland"	3	5	1.8
"OTO Academie"	3	5	1.8
"Passo Arbeidsdeskundig Bureau"	3	5	1.8
"PEETERS PROJECTZONWERING"	3	5	1.8
"PE Netlogics"	3	5	1.8
"Personeelsvereniging"	3	5	1.8
"Procyon Networks"	3	5	1.8
"P. v.d. Heuvel"	3	5	1.8
"Qconferencing Ex'ovision"	3	5	1.8
"Ramblas"	3	5	1.8
"Rebond"	3	5	1.8
"Rem Automatisering"	3	5	1.8
"Rivafoam"	3	5	1.8
"Saus!"	3	5	1.8
"Schreuder-Ruitenbeek "	3	5	1.8
"Schrijvers Elektrotechniek BV"	3	5	1.8
"Spekmen Productions"	3	5	1.8
"Starcom Nederland"	6	20	1.8
"Stg STABU Standaardbestek Burger- en Utiliteitsbouw"	3	5	1.8
"Swaanswijk B.V."	3	5	1.8
"Telpress Benelux"	3	5	1.8
"Tersteeg Organisatieadvies"	3	5	1.8
"Timmer en Onderhoudsbedrijf Chris v/d Linden"	3	5	1.8
"T. Oomen, Installatietechniek"	3	5	1.8
"Tweewielers Co van Beek"	3	5	1.8
"Van Zelst Automaten"	3	5	1.8
"Veolia Gebouwenbeheer"	6	20	1.8
"Videm Communicatie"	3	5	1.8
"VOF DE NOORDKANT"	3	5	1.8
"Vosko Communications"	3	5	1.8
"Vrieswijk Personenvervoer"	3	5	1.8
"Waardenburg Bureau"	6	20	1.8
"Walnut Industries Europe B.V."	3	5	1.8
"Weleer"	3	5	1.8
"Wentelwereld"	3	5	1.8
"YENLO"	3	5	1.8
"ZWARTWOUD GRONINGEN BV"	3	5	1.8
"Dijkman Carbaat Bouw"	5	14	1.78571428571429
"Net2Legal Consultants"	5	14	1.78571428571429
"Pi Research"	4	9	1.77777777777778
"Roorda Jan Reclamebureau"	7	28	1.75
"Triopsys"	7	28	1.75
"Webhelp Nederland"	9	47	1.72340425531915
"One Stop Sourcing"	7	29	1.68965517241379
"Aafm (vh Arcadis Aqumen)"	5	15	1.66666666666667
"Baker Tilly Berk Accountancy en Belastingadvies Specialist"	5	15	1.66666666666667
"DPA Supply Chain (incl. Conink Consultants, Dpa Flex)"	5	15	1.66666666666667
"Ecosmart"	5	15	1.66666666666667
"Edufax"	5	15	1.66666666666667
"Freihov"	5	15	1.66666666666667
"Hellebrekers Technieken"	5	15	1.66666666666667
"Issos"	5	15	1.66666666666667
"Porter Novelli"	5	15	1.66666666666667
"Recycling Kampen Containers &"	5	15	1.66666666666667
"Top Skin Group"	5	15	1.66666666666667
"Yellowtail B.V."	5	15	1.66666666666667
"e-Quest Automatisering"	6	22	1.63636363636364
"Eurocross Assistance Netherlands"	6	22	1.63636363636364
"Impulse Info Systems"	6	22	1.63636363636364
"Jovi Groep (incl. Platina Argenta)"	6	22	1.63636363636364
"Vereniging Fme-Cwm"	6	22	1.63636363636364
"Voxx Communicatie-Adviseurs"	6	22	1.63636363636364
"Chalet Group"	7	30	1.63333333333333
"VIALIS INFRATECHNIEK"	7	30	1.63333333333333
"Acknowledge ICT Group"	4	10	1.6
"Actemium / Industrial Solutions Zuid Oost"	4	10	1.6
"Adviesdienst Mens & Veiligheid B.V."	4	10	1.6
"A.E. Verweij"	4	10	1.6
"Air Group"	4	10	1.6
"A-Point"	4	10	1.6
"ARUP"	4	10	1.6
"Auxilium"	4	10	1.6
"BaanBaan"	4	10	1.6
"BECO Groep"	4	10	1.6
"Belmont Innovations & Sustainability"	4	10	1.6
"B.F. van Tienen Aannemersbedrijf"	4	10	1.6
"Blygold Nederland"	4	10	1.6
"Bosch en Slabbers"	4	10	1.6
"Bouwconsulting"	4	10	1.6
"Broshuis B.V."	4	10	1.6
"Buck Consultants International"	4	10	1.6
"Bureau van Dijk Electronic Publishing"	4	10	1.6
"Burg Schilder V.A."	4	10	1.6
"BVO Training Center"	4	10	1.6
"CAG Consult Air Group"	4	10	1.6
"Colt International"	4	10	1.6
"Consulo"	4	10	1.6
"Copijn Boomspecialisten"	4	10	1.6
"Corso Informatica"	4	10	1.6
"Dassen Communicatie Advies "	4	10	1.6
"Data Display Ned"	4	10	1.6
"DCI Electronics"	4	10	1.6
"De Architekten Cie"	4	10	1.6
"De Droomfabriek"	4	10	1.6
"De Kort Catering"	4	10	1.6
"De Vos Bedrijfsdiensten"	4	10	1.6
"DOUBLESENSE"	4	10	1.6
"Dysi Software Innovations"	4	10	1.6
"Enne-Solutions (vh Onetrace, Web3)"	4	10	1.6
"ERGO research intelligence"	4	10	1.6
"Fire Safety 4 You"	4	10	1.6
"Fiscaal Upto Date"	4	10	1.6
"FuGoBo Air"	4	10	1.6
"Gaiapark Kerkrade Zoo"	4	10	1.6
"Galjema Technisch Adviesbureau"	4	10	1.6
"Geka Bouw"	4	10	1.6
"Geonius Geotechniek"	4	10	1.6
"Global Connection"	4	10	1.6
"GMB (incl. Beton en Industriebouw, Services, Civiel, Infra, LBS Infra, Rioleringstechnieken, Watertechnologie)"	4	10	1.6
"Habelco"	4	10	1.6
"Hafkamp Installatietechniek"	4	10	1.6
"HE Adviseurs"	4	10	1.6
"Heli Holland Air Service"	4	10	1.6
"HIER Klimaatbureau"	4	10	1.6
"Hopmann Liftservice"	4	10	1.6
"Huiskes-Kokkeler"	4	10	1.6
"Icop"	4	10	1.6
"ICT Automatisering (vh Humiq)"	4	10	1.6
"Ijsselhallen Exploitatie Mij."	4	10	1.6
"Ikazia Ziekenhuis"	4	10	1.6
"INNOVACTORY INTERNATIONAL B.V."	4	10	1.6
"Institute for Housing and Urban Development Studies"	4	10	1.6
"ITC Rondo B.V. GRS Beheer B.V."	4	10	1.6
"Ivo Stg Inst Voor Onderz Naar Leefwyzen & Verslaving"	4	10	1.6
"Julo"	4	10	1.6
"Kenteq Cursussen"	4	10	1.6
"KING Kwaliteitsinstituut Nederlandse Gemeenten"	4	10	1.6
"Knol Bouw"	4	10	1.6
"KWA Bedrijfsadviseurs"	4	10	1.6
"LaMark"	4	10	1.6
"Lava"	4	10	1.6
"LEMON INNOVATION"	4	10	1.6
"Lenting Loodgietersbedrijf"	4	10	1.6
"Lievense Raadgevende Ingenieursbureau"	4	10	1.6
"Life Technologies (incl. Invitrogen, AB Applied Biosystems)"	4	10	1.6
"Lomans Groep"	4	10	1.6
"Lowa Benelux B.V."	4	10	1.6
"Maatschap Rijp"	4	10	1.6
"Marin Maritiem Research Instituut Nederland"	4	10	1.6
"MCI Group"	4	10	1.6
"Medisch Spectrum Twente"	4	10	1.6
"Meesterbouw"	4	10	1.6
"Mikropakket Nederland"	4	10	1.6
"Misteli"	4	10	1.6
"Mostert's Schoonmaakbedrijf"	4	10	1.6
"Mts Chirurgie"	4	10	1.6
"Must Stedebouw"	4	10	1.6
"Observator Instruments, VIsion"	4	10	1.6
"Omicron Defence Supplies B.V."	4	10	1.6
"Paul Dral Holding"	4	10	1.6
"Perfect Direct Mail"	4	10	1.6
"Perinco Real Estate"	4	10	1.6
"Pimm Solutions"	4	10	1.6
"PMT Ground Crew Training Centre"	4	10	1.6
"Pointgroup"	4	10	1.6
"Polymax Industrietechniek"	4	10	1.6
"Poseidon"	4	10	1.6
"Publicimage.nl (incl. BasHoorn.NL)"	4	10	1.6
"Qbuzz"	4	10	1.6
"Qi Ict"	4	10	1.6
"Reson"	4	10	1.6
"Riddershof"	4	10	1.6
"Schietvereniging Asser Wapen"	4	10	1.6
"Silent Partners"	4	10	1.6
"Smit Elektra"	4	10	1.6
"Socia"	4	10	1.6
"Soltegro"	4	10	1.6
"Stichting Food Valley"	4	10	1.6
"Stichting Personeelsactiviteiten PAL"	4	10	1.6
"Summa College (vh ROC Eindhoven)"	4	10	1.6
"Syntro"	4	10	1.6
"Technische Universiteit Delft"	4	10	1.6
"Technopolis"	4	10	1.6
"Tech Text"	4	10	1.6
"Tigges Strategie Concept Ontwerp, Consultancy en Management"	4	10	1.6
"TI Pharma/Top Institute Pharma"	4	10	1.6
"Toga Atelier Schout & Katsantonis"	4	10	1.6
"Top Bakkers"	4	10	1.6
"Unihorn"	4	10	1.6
"Van Buttinghawichers Notarissen"	4	10	1.6
"Van de Blaak Installatiebedrijf"	4	10	1.6
"Van der Colk BV"	4	10	1.6
"Van der Plas Adviesburo"	4	10	1.6
"Van Dinther Woninginrichting"	4	10	1.6
"Van Doorne Advocaten"	4	10	1.6
"Van Wijk Onroerend Goed"	4	10	1.6
"Vereniging van De Nederlandse Chemische Industrie - Vnci"	4	10	1.6
"Veronica Uitgeverij"	4	10	1.6
"Visser & Smit Bouw"	4	10	1.6
"Vizeum"	4	10	1.6
"Vleugel Stand en Interieurbouw"	4	10	1.6
"Volvo"	4	10	1.6
"Waddenvereniging"	4	10	1.6
"Wartsila Automation Nederland"	4	10	1.6
"Werklust"	4	10	1.6
"WesselinkVanZijst"	4	10	1.6
"Wester Ij-Dock C.V."	4	10	1.6
"XTNT, Experts in Traffic And Transport"	4	10	1.6
"Yolk"	4	10	1.6
"Zweegers Onderhoudsgroep"	4	10	1.6
"BMC Software"	5	16	1.5625
"Duthler Associates"	5	16	1.5625
"ICN Inpakcentrale"	5	16	1.5625
"Point To Point Communicatie"	5	16	1.5625
"Sirm"	5	16	1.5625
"AAFM FACILITY MANAGEMENT"	8	42	1.52380952380952
"ASR Verzekeringsgroep"	6	24	1.5
"BeHr Groep"	3	6	1.5
"Bounce"	3	6	1.5
"Buro Vermeer"	3	6	1.5
"CACI bv"	3	6	1.5
"Corvers Procurement Services"	3	6	1.5
"De Processpecialisten"	3	6	1.5
"De Werktuin"	3	6	1.5
"Dick Brandt Advies"	3	6	1.5
"Fonteyn Consultancy"	3	6	1.5
"INTER ACT INDUSTRIAL AUTOMATION"	3	6	1.5
"Kofax"	3	6	1.5
"Labyrinth Onderzoeksbureau"	3	6	1.5
"Landskroon Consultancy"	3	6	1.5
"Maes & Lunau"	3	6	1.5
"NEDBASE ICT"	3	6	1.5
"NWP Netherlands Water Partnership"	6	24	1.5
"PBM Pennings Bouwmij"	6	24	1.5
"Pensioen Fonds Metaal en Techniek"	6	24	1.5
"Policy Productions"	3	6	1.5
"R.H. De Bruin"	3	6	1.5
"Schilderwerken de Kruyf bv"	3	6	1.5
"The Boston Consulting Group"	3	6	1.5
"Thema Team"	3	6	1.5
"USoft"	3	6	1.5
"Vaarkamp"	3	6	1.5
"Van der Meij & Partners"	3	6	1.5
"Van 't Foort Aannemingsbedrijf"	3	6	1.5
"Factor Nederland"	5	17	1.47058823529412
"Sight Landscaping (vh ISS Landscaping)"	5	17	1.47058823529412
"Stg Rinis"	5	17	1.47058823529412
"Ars Traffic & Transport Tech"	8	44	1.45454545454545
"Laanbroek Schoeman Adviseurs"	4	11	1.45454545454545
"Wulverhorst"	4	11	1.45454545454545
"Intraffic"	5	18	1.38888888888889
"Tenuki"	5	18	1.38888888888889
"bouAd Adviesgroep (vh Nebest)"	6	26	1.38461538461538
"Pot Verhuizingen / Logistiek"	6	26	1.38461538461538
"ABC Hekwerk"	4	12	1.33333333333333
"ABC Nova"	4	12	1.33333333333333
"AG Equinox Coöperatieve"	4	12	1.33333333333333
"Aram"	4	12	1.33333333333333
"ATG Europe (AOES)"	4	12	1.33333333333333
"Bakker Bedrijfswagens (incl. De Koppel)"	4	12	1.33333333333333
"BK Bouw van Dorp Installaties Bouwcombinatie"	4	12	1.33333333333333
"Budget Phone Company"	2	3	1.33333333333333
"Burg Service"	4	12	1.33333333333333
"Citrus BV"	4	12	1.33333333333333
"Computest Services"	4	12	1.33333333333333
"Coöperatieve Vereniging van Vletterlieden"	4	12	1.33333333333333
"Cosmo Trucks"	4	12	1.33333333333333
"De Alliantie Amsterdam"	4	12	1.33333333333333
"De Bosman Bedrijven"	4	12	1.33333333333333
"De Vlieg Techniek"	4	12	1.33333333333333
"Draisma Aannemingsbedrijf"	4	12	1.33333333333333
"Dutch Property Company Vermeer 5"	4	12	1.33333333333333
"Elita Zoer Congressen Incentives"	4	12	1.33333333333333
"EMC Computer Systems"	4	12	1.33333333333333
"Exience"	4	12	1.33333333333333
"Favela Fabric"	4	12	1.33333333333333
"Gulf Oil Nederland"	4	12	1.33333333333333
"Human Inference"	4	12	1.33333333333333
"ImProvia Projects"	4	12	1.33333333333333
"Inbo Adviseurs Stedenbouwkundigen"	4	12	1.33333333333333
"Infor Global Solutions"	4	12	1.33333333333333
"Intermedius"	4	12	1.33333333333333
"JUS-V&J/DJI- Dienst Justitiele Inrichtingen"	4	12	1.33333333333333
"Mad Multimedia"	4	12	1.33333333333333
"Maincontracting CWJP"	4	12	1.33333333333333
"Makelaars Den Daas"	2	3	1.33333333333333
"MotoPort"	4	12	1.33333333333333
"NEC Nederland"	4	12	1.33333333333333
"NEVAT Nederlandse Vereniging Algemene Toelevering"	4	12	1.33333333333333
"Nieuw Jansen"	4	12	1.33333333333333
"Octavius Vastgoed"	4	12	1.33333333333333
"Oldelft Benelux"	4	12	1.33333333333333
"Ooms Construction"	4	12	1.33333333333333
"OWM centrale zorgverzekeraars groep Zorgverzekeraar"	4	12	1.33333333333333
"Perier's Vleesbedrijf"	4	12	1.33333333333333
"PNA Group"	4	12	1.33333333333333
